"";"pass";"math";"activity";"school"
"3729";0;-0,382;-0,119;"53"
"3730";0;-1,072;1,416;"53"
"3731";0;-0,314;-1,311;"54"
"3732";0;-1,979;1,46;"54"
"3733";0;-0,268;-0,028;"54"
"3734";0;0,255;-1,318;"54"
"3735";0;0,258;-2,376;"54"
"3736";0;-1,72;-2,022;"54"
"3737";0;0,497;-1,231;"54"
"3738";0;-0,604;2,085;"54"
"3739";0;0,142;0,934;"54"
"3740";0;-1,607;1,066;"54"
"3741";1;-0,964;0,414;"54"
"3742";1;1,189;-0,935;"54"
"3743";0;1,257;-0,081;"54"
"3744";0;0,003;1,053;"54"
"3745";1;1,709;-0,127;"54"
"3746";0;1,516;-0,079;"54"
"3747";0;-0,14;-0,867;"54"
"3748";0;-0,699;-0,22;"54"
"3749";0;-0,868;-0,113;"54"
"3750";0;0,732;0,199;"54"
"3751";0;0,104;1,28;"54"
"3752";1;0,284;0,57;"54"
"3753";1;0,117;0,023;"54"
"3754";0;-0,468;-1,705;"54"
"3755";0;-0,774;0,278;"54"
"3756";0;-0,17;0,155;"54"
"3757";0;-0,448;2,215;"54"
"3758";0;-1,046;0,431;"54"
"3759";0;0,578;1,35;"54"
"3760";0;-0,204;-0,569;"54"
"3761";0;0,008;-1,123;"54"
"3762";0;-0,618;0,533;"54"
"3763";0;-1,161;-0,062;"54"
"3764";0;-0,184;1,563;"54"
"3765";0;-2,26;-0,28;"54"
"3766";0;0,556;-0,736;"54"
"3767";0;0,053;0,907;"54"
"3768";0;-0,069;0,415;"54"
"3769";0;-0,527;0,015;"54"
"3770";0;0,904;-1,248;"54"
"3771";0;0,437;-0,113;"54"
"3772";0;0,546;0,526;"54"
"3773";0;-0,523;-0,807;"54"
"3774";0;-1,61;-1,389;"54"
"3775";0;-0,967;-1,3;"54"
"3776";0;0,045;-1,835;"54"
"3777";1;0,994;0,306;"54"
"3778";0;0,006;-1,72;"54"
"3779";0;-0,294;0,091;"54"
"3780";0;-2,456;0,363;"54"
"3781";0;-0,245;0,972;"54"
"3782";0;-0,7;1,21;"54"
"3783";0;-0,174;0,114;"54"
"3784";0;1,086;0,834;"54"
"3785";1;-0,224;0,501;"54"
"3786";0;1,146;-0,202;"55"
"3787";1;0,866;0,621;"55"
"3788";1;-1,254;0,369;"55"
"3789";1;-0,019;0,082;"55"
"3790";0;0,113;-2,531;"55"
"3791";0;-0,424;-0,616;"55"
"3792";1;-0,146;0,18;"55"
"3793";1;2,028;0,402;"55"
"3794";1;-0,659;-0,233;"55"
"3795";1;1,219;0,347;"55"
"3796";1;0,795;0,67;"55"
"3797";0;1,711;-0,252;"55"
"3798";1;0,751;1,174;"55"
"3799";1;-1,157;0,376;"55"
"3800";1;-0,314;-0,139;"55"
"3801";1;-0,947;0,311;"55"
"3802";1;-0,885;0,147;"55"
"3803";1;-0,714;-0,031;"55"
"3804";1;1,336;0,968;"55"
"3805";0;-1,601;0,112;"55"
"3806";1;0,421;0,288;"55"
"3807";0;-1,265;0,216;"55"
"3808";1;1,039;-0,738;"55"
"3809";0;0,019;-1,371;"55"
"3810";1;0,511;0,775;"55"
"3811";1;0,106;-0,454;"55"
"3812";1;0,674;1,18;"55"
"3813";0;-0,083;-0,577;"55"
"3814";1;-0,624;-0,417;"55"
"3815";1;0,631;1,146;"55"
"3816";1;-0,055;-0,991;"55"
"3817";1;0,147;1,605;"55"
"3818";0;-0,825;-0,488;"55"
"3819";0;1,364;-1,43;"55"
"3820";1;0,6;0,192;"55"
"3821";1;-0,128;0,485;"55"
"3822";1;-1,07;1,872;"55"
"3823";1;-1,208;1,12;"55"
"3824";0;-1,675;-1,306;"55"
"3825";1;0,304;0,71;"55"
"3826";1;-1,441;0,698;"55"
"3827";1;-0,855;-0,401;"55"
"3828";1;-0,278;0,728;"55"
"3829";1;0,496;-1,087;"55"
"3830";0;-1,382;0,016;"55"
"3831";1;-0,404;0,639;"55"
"3832";0;0,045;-0,161;"55"
"3833";1;-0,836;-0,111;"55"
"3834";0;-0,499;0,186;"55"
"3835";1;-1,643;-0,492;"55"
"3836";1;-0,269;-0,513;"55"
"3837";1;0,379;-1,207;"55"
"3838";1;-1,121;1,681;"55"
"3839";0;-0,698;-0,765;"55"
"3840";0;0,702;-2,267;"55"
"3841";1;-1,815;-0,537;"55"
"3842";1;-0,823;1,087;"55"
"3843";1;-0,252;0,295;"55"
"3844";1;1,399;0,74;"55"
"3845";0;-0,274;-1,356;"55"
"3846";1;1,145;-0,482;"55"
"3847";1;-0,557;0,737;"55"
"3848";0;-1,004;-0,863;"55"
"3849";1;-0,737;0,995;"55"
"3850";1;-0,34;-0,275;"55"
"3851";1;-1,313;0,258;"55"
"3852";0;0,983;-2,355;"55"
"3853";1;0,391;0,1;"55"
"3854";1;1,066;0,316;"55"
"3855";1;-0,101;-0,003;"55"
"3856";1;1,265;1,14;"55"
"3857";1;-1,209;0,584;"55"
"3858";0;-0,982;-1,514;"55"
"3859";1;0,384;1,278;"55"
"3860";1;-0,394;1,048;"55"
"3861";1;0,735;-0,937;"55"
"3862";1;0,598;2,387;"55"
"3863";0;-0,191;-0,98;"55"
"3864";1;-0,851;0,512;"55"
"3865";1;-0,39;0,302;"55"
"3866";1;0,682;0,401;"55"
"3867";1;1,028;-0,527;"55"
"3868";1;-0,184;-0,315;"55"
"3869";1;-1,396;2,295;"55"
"3870";1;-1,333;0,085;"55"
"3871";0;-1,332;-0,179;"55"
"3872";0;-0,356;-1,541;"55"
"3873";1;0,099;-0,168;"55"
"3874";1;0,525;-0,482;"55"
"3875";0;0,675;1,911;"56"
"3876";0;0,706;-0,871;"56"
"3877";1;1,425;-0,336;"56"
"3878";1;-0,275;-1,151;"56"
"3879";0;-0,424;3,068;"56"
"3880";1;0,791;-1,002;"56"
"3881";0;1,49;2,06;"56"
"3882";0;-0,903;-1,04;"56"
"3883";0;-0,186;-0,502;"56"
"3884";0;0,392;1,071;"56"
"3885";0;-0,517;0,557;"56"
"3886";0;0,64;1,414;"56"
"3887";0;-0,476;0,421;"56"
"3888";1;-0,281;-1,601;"56"
"3889";0;-0,716;-0,197;"56"
"3890";0;1,176;-1,138;"56"
"3891";0;1,206;-0,45;"56"
"3892";0;1,008;0,136;"56"
"3893";0;-0,479;0,192;"56"
"3894";0;-0,358;-0,637;"56"
"3895";1;-0,456;-0,904;"56"
"3896";1;0,046;-0,837;"56"
"3897";0;-0,381;2,169;"56"
"3898";1;1,295;-1,093;"56"
"3899";1;0,193;-1,879;"56"
"3900";1;0,414;-0,976;"56"
"3901";0;-0,155;2,055;"56"
"3902";0;-0,264;-0,958;"56"
"3903";0;0,652;2,47;"56"
"3904";1;0,95;-0,125;"56"
"3905";0;-1,193;-0,25;"56"
"3906";0;2,068;1,646;"56"
"3907";0;1,242;-0,701;"56"
"3908";1;1,467;-0,708;"56"
"3909";0;-0,016;0,247;"56"
"3910";0;0,596;-0,13;"56"
"3911";0;-0,207;1,344;"56"
"3912";0;-0,708;-0,059;"56"
"3913";0;1,687;0,464;"56"
"3914";1;-0,753;-1,626;"56"
"3915";1;-0,497;-1,903;"56"
"3916";0;-0,245;1,761;"56"
"3917";0;0,572;0,44;"56"
"3918";0;2,086;0,631;"56"
"3919";1;1,417;-1,285;"56"
"3920";0;0,084;0,845;"56"
"3921";0;-1,616;1,331;"56"
"3922";0;0,874;-0,183;"56"
"3923";0;0,075;0,351;"56"
"3924";0;-0,892;-1,343;"56"
"3925";0;-0,692;0,155;"56"
"3926";0;-0,917;-0,103;"56"
"3927";0;-0,532;-0,379;"56"
"3928";1;-0,695;-2,075;"56"
"3929";1;0,569;-1,249;"56"
"3930";0;0,082;0,031;"56"
"3931";1;-0,269;-1,237;"56"
"3932";1;-0,17;-1,835;"56"
"3933";0;-1,577;-0,321;"56"
"3934";0;-1,426;-0,106;"56"
"3935";0;0,689;0,162;"56"
"3936";1;0,406;-1,065;"56"
"3937";0;-0,198;1,218;"56"
"3938";0;-0,335;-0,042;"56"
"3939";0;0,514;-0,011;"56"
"3940";0;-0,006;-0,341;"56"
"3941";0;-0,047;1,11;"56"
"3942";0;0,513;-0,699;"56"
"3943";0;0,006;0,983;"56"
"3944";0;-1,098;1,083;"56"
"3945";0;0,829;0,63;"56"
"3946";0;-0,182;-0,542;"56"
"3947";0;1,2;0,407;"56"
"3948";0;-0,552;-0,698;"56"
"3949";0;0,042;0,991;"56"
"3950";1;-1,468;-2,136;"56"
"3951";0;-0,621;0,315;"56"
"3952";0;0,209;-0,69;"56"
"3953";0;-0,316;0,527;"56"
"3954";1;1,161;-2,025;"56"
"3955";0;-0,702;2,372;"56"
"3956";0;-0,835;-0,016;"57"
"3957";0;2,023;-2,576;"57"
"3958";1;1,417;0,595;"57"
"3959";1;0,002;-0,074;"57"
"3960";1;-0,62;1,294;"57"
"3961";1;0,846;1,051;"57"
"3962";1;0,534;-0,033;"57"
"3963";1;0,243;1,001;"57"
"3964";0;-0,586;-1,366;"57"
"3965";0;1,186;-2,121;"57"
"3966";1;0,699;0,678;"57"
"3967";1;0,438;0,649;"57"
"3968";1;0,216;1,245;"57"
"3969";0;0,088;-0,429;"57"
"3970";1;-0,883;1,409;"57"
"3971";1;1,983;-0,735;"57"
"3972";0;-0,918;-0,345;"57"
"3973";0;0,024;-0,89;"57"
"3974";1;-2,713;0,595;"57"
"3975";0;0,866;-0,134;"57"
"3976";1;3,486;0,502;"57"
"3977";1;-0,796;0,325;"57"
"3978";1;-0,572;0,687;"57"
"3979";0;0,843;-1,37;"57"
"3980";0;-1,359;-0,583;"57"
"3981";0;-0,158;0,067;"57"
"3982";1;-1,323;0,786;"57"
"3983";1;0,446;0,425;"57"
"3984";0;-0,297;-0,97;"57"
"3985";1;-0,281;1,142;"57"
"3986";1;-1,095;-0,567;"57"
"3987";1;-0,938;-0,675;"57"
"3988";1;0,548;0,685;"57"
"3989";0;-0,755;-1,108;"57"
"3990";0;-0,238;0,629;"57"
"3991";0;0,139;-0,235;"57"
"3992";0;1,364;-0,771;"57"
"3993";0;0,029;-0,704;"57"
"3994";0;1,15;-1,045;"57"
"3995";1;0,634;0,814;"57"
"3996";0;-0,241;0,107;"57"
"3997";1;0,366;0,503;"57"
"3998";0;0,816;-3,09;"57"
"3999";1;1,564;1,026;"57"
"4000";0;-0,48;-1,255;"57"
"4001";1;-0,576;0,799;"57"
"4002";1;-1,383;-1,098;"57"
"4003";1;-2,904;-0,269;"57"
"4004";0;-0,302;-0,146;"57"
"4005";1;-0,243;-1,159;"57"
"4006";1;0,663;-1,725;"57"
"4007";0;0,184;-0,857;"57"
"4008";0;-0,83;0,632;"57"
"4009";1;0,755;0,305;"57"
"4010";1;1,162;1,432;"57"
"4011";0;0,474;-0,535;"57"
"4012";1;0,602;0,318;"57"
"4013";1;1,038;-0,113;"57"
"4014";1;-1,123;1,68;"57"
"4015";1;0,365;0,501;"57"
"4016";1;1,495;0,171;"57"
"4017";1;0,949;0,831;"57"
"4018";1;0,507;-0,003;"57"
"4019";1;-0,179;-0,989;"57"
"4020";1;-0,471;1,014;"57"
"4021";0;-0,36;-0,203;"57"
"4022";1;-0,461;0,956;"57"
"4023";0;2,076;-1,461;"57"
"4024";1;0,459;0,235;"57"
"4025";1;0,233;0,921;"57"
"4026";0;-0,2;-1,697;"57"
"4027";0;-0,137;-1,749;"57"
"4028";1;-0,362;1,24;"57"
"4029";0;-0,423;-1,374;"57"
"4030";1;0,594;0,449;"57"
"4031";0;-0,865;0,418;"57"
"4032";0;0,494;-0,759;"57"
"4033";1;0,748;1,035;"57"
"4034";0;-0,338;-1,778;"57"
"4035";0;-2,017;1,021;"57"
"4036";0;-0,594;-0,189;"57"
"4037";1;-0,277;-0,352;"57"
"4038";1;0,95;-0,847;"57"
"4039";0;-0,935;1,207;"57"
"4040";0;0,677;-1,246;"57"
"4041";1;-0,553;-1,744;"57"
"4042";1;0,397;-0,74;"57"
"4043";0;-1,372;-0,883;"57"
"4044";1;0,314;0,28;"57"
"4045";1;-0,381;-0,182;"57"
"4046";1;1,246;0,773;"57"
"4047";0;-1,127;-0,164;"57"
"4048";1;-0,691;-0,562;"57"
"4049";1;-1,458;-1,075;"57"
"4050";1;1,53;0,149;"57"
"4051";1;-1,233;1,258;"57"
"4052";0;-0,143;-1,05;"57"
"4053";0;0,036;-2,682;"57"
"4054";0;-1,363;-1,468;"58"
"4055";1;0,381;0,339;"58"
"4056";0;0,889;-0,078;"58"
"4057";1;-0,553;1,04;"58"
"4058";1;1,699;0,81;"58"
"4059";1;1,788;1,04;"58"
"4060";0;-1,129;0,15;"58"
"4061";1;1,517;1,398;"58"
"4062";0;0,031;-0,542;"58"
"4063";0;0,56;-0,278;"58"
"4064";0;-0,727;-0,744;"58"
"4065";0;0,722;1,193;"58"
"4066";1;0,523;0,357;"58"
"4067";0;1,497;0,121;"58"
"4068";0;1,122;-1,174;"58"
"4069";0;-2,18;-0,658;"58"
"4070";0;0,605;0,251;"58"
"4071";1;-0,741;1,672;"58"
"4072";0;-1,75;0,63;"58"
"4073";0;1,308;-2,442;"58"
"4074";1;-0,05;1,161;"58"
"4075";0;0,097;-2,221;"58"
"4076";0;0,684;-1,517;"58"
"4077";0;-0,425;-1,329;"58"
"4078";0;0,607;-1,505;"58"
"4079";1;0,22;-0,092;"58"
"4080";0;-1,821;-0,395;"58"
"4081";0;1,717;-0,986;"58"
"4082";1;-0,184;1,275;"58"
"4083";0;-1,014;0,913;"58"
"4084";0;-0,753;-1,249;"58"
"4085";0;-0,129;-0,221;"58"
"4086";0;-1,065;-0,633;"58"
"4087";1;0,919;0,381;"58"
"4088";1;2,36;0,583;"58"
"4089";0;-1,042;0,146;"58"
"4090";0;0,385;-0,438;"58"
"4091";0;0,788;-1,081;"58"
"4092";1;1,893;1,132;"58"
"4093";0;-0,094;0,234;"58"
"4094";0;0,535;-0,388;"58"
"4095";1;2,664;0,904;"58"
"4096";0;-1,459;1,972;"58"
"4097";0;-1,147;-1,104;"58"
"4098";1;1,152;1,698;"58"
"4099";1;0,739;1,029;"58"
"4100";0;-1,515;1,256;"58"
"4101";0;0,259;-0,593;"58"
"4102";0;0,181;0,139;"58"
"4103";0;-1,19;-0,484;"58"
"4104";1;-0,419;-1,074;"58"
"4105";1;0,953;-0,577;"59"
"4106";1;-0,357;0,04;"59"
"4107";1;0,024;1,887;"59"
"4108";1;-0,389;-0,262;"59"
"4109";0;0,864;-2,084;"59"
"4110";1;-1,468;-0,718;"59"
"4111";1;1,357;0,391;"59"
"4112";1;0,701;1,11;"59"
"4113";1;-0,552;0,471;"59"
"4114";1;-0,557;-1,152;"59"
"4115";1;-0,438;0,227;"59"
"4116";1;-0,293;-0,167;"59"
"4117";1;-0,556;-0,538;"59"
"4118";1;0,26;0,605;"59"
"4119";1;-1,054;2,346;"59"
"4120";1;0,589;1,088;"59"
"4121";1;0,104;0,246;"59"
"4122";1;-0,391;0,024;"59"
"4123";0;0,118;-1,962;"59"
"4124";1;0,061;0,03;"59"
"4125";0;-1,504;1,064;"59"
"4126";1;0,523;0,627;"59"
"4127";0;-0,76;-1,982;"59"
"4128";1;-0,472;0,184;"59"
"4129";1;-0,472;-1,878;"59"
"4130";1;1,38;0,398;"59"
"4131";1;0,872;0,481;"59"
"4132";1;-0,524;0,956;"59"
"4133";1;1,649;-1,356;"59"
"4134";0;0,184;-0,966;"59"
"4135";1;1,205;1,881;"59"
"4136";1;0,154;-1,168;"59"
"4137";1;-0,109;-0,305;"59"
"4138";0;0,621;-1,588;"59"
"4139";1;0,913;0,577;"59"
"4140";1;-1,609;0,177;"59"
"4141";1;-0,91;1,066;"59"
"4142";1;1,088;1,415;"59"
"4143";1;1,922;1,71;"59"
"4144";0;-1,813;0,59;"59"
"4145";1;-0,112;0,094;"59"
"4146";1;0,244;-0,487;"59"
"4147";1;-1,514;-0,646;"59"
"4148";1;-1,024;1,127;"59"
"4149";1;0,216;0,697;"59"
"4150";1;-0,547;-1,063;"59"
"4151";0;-0,898;-1,181;"59"
"4152";1;0,817;0,371;"59"
"4153";1;0,575;0,715;"59"
"4154";0;-0,826;0,147;"59"
"4155";1;0,13;-0,901;"59"
"4156";1;0,537;-0,263;"59"
"4157";1;-0,35;0,221;"59"
"4158";1;0,674;0,073;"59"
"4159";1;-0,145;-0,167;"59"
"4160";0;-0,877;-0,021;"59"
"4161";1;-0,653;0,936;"59"
"4162";0;-0,558;-0,257;"59"
"4163";0;-1,151;0,087;"59"
"4164";1;-0,536;-0,911;"59"
"4165";1;0,087;-0,011;"59"
"4166";1;0,182;-0,566;"59"
"4167";1;-0,998;0,353;"59"
"4168";1;-0,821;0,479;"59"
"4169";1;-0,096;0,117;"59"
"4170";1;-0,433;1,065;"59"
"4171";1;0,3;-0,535;"59"
"4172";1;-1,442;-0,648;"59"
"4173";1;-0,28;-0,985;"59"
"4174";1;-0,382;-1,473;"59"
"4175";1;0,249;0,936;"59"
"4176";0;0,084;-1,519;"59"
"4177";1;-0,562;-1,176;"59"
"4178";1;1,482;0,563;"59"
"4179";1;-0,442;-0,078;"59"
"4180";1;-0,965;0,745;"59"
"4181";0;0,249;-0,866;"59"
"4182";1;0,46;0,818;"59"
"4183";1;0,083;0,97;"59"
"4184";1;0,252;0,353;"59"
"4185";0;0,114;-0,723;"59"
"4186";1;0,885;0,756;"59"
"4187";0;0,176;-2,557;"59"
"4188";1;-0,135;-1,17;"59"
"4189";1;2,11;2,029;"59"
"4190";0;-0,407;0,158;"59"
"4191";1;0,1;1,554;"59"
"4192";1;-1,168;0,297;"59"
"4193";1;-1,385;0,646;"59"
"4194";0;-0,744;-0,458;"59"
"4195";1;-1,017;1,192;"59"
"4196";0;1,998;0,385;"60"
"4197";1;-0,246;-0,954;"60"
"4198";0;0,798;-0,418;"60"
"4199";1;-0,258;0,543;"60"
"4200";0;-0,644;-0,184;"60"
"4201";1;-1,389;-0,485;"60"
"4202";0;-1,299;0,561;"60"
"4203";1;-1,458;-0,694;"60"
"4204";0;-1,684;1,226;"60"
"4205";0;-1,018;1,008;"60"
"4206";1;-0,388;0,338;"60"
"4207";1;0,172;0,02;"60"
"4208";0;1,021;0,356;"60"
"4209";0;-1,201;0,823;"60"
"4210";0;-1,437;0,016;"60"
"4211";0;-0,818;0,381;"60"
"4212";0;0,69;2,024;"60"
"4213";1;-0,141;0,354;"60"
"4214";0;-0,88;1,747;"60"
"4215";0;-1,037;0,178;"60"
"4216";1;-1,792;0,221;"60"
"4217";1;-0,191;0,609;"60"
"4218";0;0,493;2,649;"60"
"4219";0;-1,399;0,267;"60"
"4220";0;-0,987;0,595;"60"
"4221";1;0,433;-0,013;"60"
"4222";1;0,966;-0,777;"60"
"4223";1;0,209;-0,562;"60"
"4224";1;1,346;-0,553;"60"
"4225";1;1,125;0,817;"60"
"4226";0;-0,357;0,591;"60"
"4227";1;0,77;-1,086;"60"
"4228";1;-0,647;0,348;"60"
"4229";1;-1,293;0,025;"60"
"4230";1;-0,028;-0,941;"60"
"4231";0;0,568;0,695;"60"
"4232";0;0,332;1,321;"60"
"4233";1;1,1;-0,127;"60"
"4234";1;1,175;0,32;"60"
"4235";1;-0,024;-0,471;"60"
"4236";1;-1,332;-1,475;"60"
"4237";1;0,705;0,089;"60"
"4238";0;-0,579;0,516;"60"
"4239";1;-0,814;-0,288;"60"
"4240";1;-0,034;0,146;"60"
"4241";1;0,458;-0,333;"60"
"4242";1;0,007;-0,654;"60"
"4243";1;0,38;-0,835;"60"
"4244";1;2,018;1,687;"60"
"4245";1;-1,919;-1,292;"60"
"4246";0;-1,588;0,793;"60"
"4247";1;0,278;-1,592;"60"
"4248";0;-1,571;1,207;"60"
"4249";1;0,616;0,295;"60"
"4250";0;0,357;1,258;"60"
"4251";0;0,509;0,259;"60"
"4252";0;-0,759;0,219;"60"
"4253";1;0,593;-0,661;"60"
"4254";0;-1,501;1,394;"60"
"4255";0;0,99;0,461;"60"
"4256";0;1,218;1,538;"60"
"4257";0;-0,175;-0,043;"60"
"4258";0;0,686;0,69;"60"
"4259";0;-1,996;-0,278;"60"
"4260";1;1,39;-0,543;"60"
"4261";0;0,792;1,095;"60"
"4262";0;1,375;0,675;"60"
"4263";0;-0,002;1,111;"60"
"4264";0;0,592;1,69;"60"
"4265";0;-0,941;2,304;"60"
"4266";1;0,27;0,357;"60"
"4267";0;-0,021;1,671;"60"
"4268";0;0,47;1,178;"60"
"4269";1;1,594;0,234;"60"
"4270";0;0,091;1,626;"60"
"4271";0;-1,411;1,912;"60"
"4272";1;0,163;-0,808;"60"
"4273";1;0,629;0,32;"60"
"4274";1;0,215;0,08;"60"
"4275";1;-1,637;-0,576;"60"
"4276";0;-1,321;0,604;"60"
"4277";1;0,448;-1,378;"60"
"4278";0;1,378;0,637;"60"
"4279";1;0,884;-0,913;"60"
"4280";0;-1,354;0,447;"60"
"4281";0;-1,776;2,072;"60"
"4282";1;1,125;-1,786;"60"
"4283";1;-0,296;0,49;"60"
"4284";0;-0,671;1,074;"60"
"4285";1;1,529;-0,938;"60"
"4286";1;-1,374;-1,281;"60"
"4287";1;-0,835;-0,44;"60"
"4288";0;1,624;0,705;"60"
"4289";1;-1,172;-1,637;"60"
"4290";0;-0,365;0,683;"60"
"4291";1;-0,726;-0,574;"61"
"4292";0;-0,179;0,59;"61"
"4293";1;-0,131;-0,698;"61"
"4294";1;-0,722;-0,191;"61"
"4295";1;2,005;0,222;"61"
"4296";1;-0,035;-1,407;"61"
"4297";1;-0,162;-0,928;"61"
"4298";0;-0,002;0,334;"61"
"4299";1;0,05;-0,604;"61"
"4300";1;2,398;0,463;"61"
"4301";1;0,04;-0,242;"61"
"4302";1;-1,769;-0,33;"61"
"4303";1;-1,735;0,203;"61"
"4304";0;-1,973;0,937;"61"
"4305";1;-0,189;-1,608;"61"
"4306";0;0,065;1,829;"61"
"4307";1;-0,052;0;"61"
"4308";1;0,991;-1,528;"61"
"4309";1;0,243;0,011;"61"
"4310";0;-0,222;0,899;"61"
"4311";0;-0,181;1,444;"61"
"4312";1;0,019;0,258;"61"
"4313";1;0,161;-0,546;"61"
"4314";1;0,1;0,075;"61"
"4315";1;0,025;-0,685;"61"
"4316";0;0,579;1,638;"61"
"4317";1;-0,026;1,259;"61"
"4318";0;0,921;1,028;"61"
"4319";1;1,249;0,845;"61"
"4320";1;-0,21;-0,076;"61"
"4321";0;-1,919;0,636;"61"
"4322";0;-0,86;1,364;"61"
"4323";1;-0,211;-0,361;"61"
"4324";0;-2,035;-0,091;"61"
"4325";1;-0,531;-0,751;"61"
"4326";0;-0,348;1,519;"61"
"4327";1;1,416;0,044;"61"
"4328";1;1,338;0,055;"61"
"4329";1;-0,082;0,316;"61"
"4330";0;-0,224;1,278;"61"
"4331";1;-2,141;-1,39;"61"
"4332";1;0,517;0,147;"61"
"4333";1;-1,491;-0,165;"61"
"4334";1;-0,129;0,116;"61"
"4335";1;0,526;0,153;"61"
"4336";1;-2,086;-1,561;"61"
"4337";1;0,961;-2,099;"61"
"4338";1;-0,184;-2,436;"61"
"4339";1;-0,383;-0,259;"61"
"4340";1;-0,591;0,082;"61"
"4341";1;0,071;-0,941;"61"
"4342";0;0,891;0,884;"61"
"4343";1;1,091;0,936;"61"
"4344";1;1,868;-1,218;"61"
"4345";0;-0,291;0,892;"61"
"4346";1;0,469;-2,093;"61"
"4347";1;-0,408;-1,268;"61"
"4348";1;-0,125;-0,617;"61"
"4349";0;-0,283;1,423;"61"
"4350";1;0,474;-0,02;"61"
"4351";1;-1,636;0,296;"61"
"4352";1;-1,193;-2,485;"62"
"4353";1;0,574;-0,75;"62"
"4354";0;-2,459;0,954;"62"
"4355";1;1,803;-0,285;"62"
"4356";0;1,178;-0,662;"62"
"4357";0;-1,484;0,543;"62"
"4358";0;-1,039;-1,535;"62"
"4359";0;1,589;-0,086;"62"
"4360";1;-0,53;-0,794;"62"
"4361";0;0,764;1,103;"62"
"4362";0;-0,613;1,355;"62"
"4363";0;0,053;-0,278;"62"
"4364";0;-1,497;0,174;"62"
"4365";0;-0,709;-2,5;"62"
"4366";1;-0,123;-1,199;"62"
"4367";1;2,71;0,385;"62"
"4368";0;-1,555;-0,421;"62"
"4369";0;-2,319;0,869;"62"
"4370";0;0,021;0,165;"62"
"4371";1;0,59;-0,916;"62"
"4372";0;-0,6;0,078;"62"
"4373";1;-0,408;-0,344;"62"
"4374";0;-0,557;0,835;"62"
"4375";1;-1,05;-1,386;"62"
"4376";0;-2,979;-0,493;"62"
"4377";1;0,254;0,491;"62"
"4378";1;2,044;-0,013;"62"
"4379";0;1,356;0,657;"62"
"4380";0;-0,88;0,634;"62"
"4381";0;1,177;1,336;"62"
"4382";1;0,883;1,354;"62"
"4383";1;-0,066;-0,699;"62"
"4384";1;-2,6;-0,916;"62"
"4385";0;-0,82;0,883;"62"
"4386";0;1,055;-0,101;"62"
"4387";0;0,129;0,353;"62"
"4388";1;0,748;-0,876;"62"
"4389";0;-0,949;-0,099;"62"
"4390";0;-0,533;1,338;"62"
"4391";0;0,512;1,097;"62"
"4392";1;0,575;0,369;"62"
"4393";0;-0,553;0,251;"62"
"4394";1;-0,138;-0,859;"62"
"4395";0;-1,696;1,937;"62"
"4396";1;0,765;-0,221;"62"
"4397";1;0,732;-1,619;"62"
"4398";0;-1,102;-0,594;"62"
"4399";1;-0,666;1,228;"62"
"4400";0;0,144;-0,281;"62"
"4401";0;0,532;0,17;"62"
"4402";0;-0,078;0,513;"62"
"4403";0;1,545;0,087;"62"
"4404";0;1,682;0,287;"62"
"4405";0;-0,989;0,504;"62"
"4406";0;0,046;1,81;"62"
"4407";0;0,106;0,174;"62"
"4408";0;-0,173;0,224;"62"
"4409";0;-0,841;0,89;"62"
"4410";0;0,602;-0,208;"62"
"4411";1;0,952;-0,28;"62"
"4412";1;-0,304;-0,182;"62"
"4413";1;1,488;-0,11;"62"
"4414";0;-1,296;-1,756;"62"
"4415";0;-0,486;-0,52;"62"
"4416";0;-0,818;2,336;"62"
"4417";0;-1,011;-0,006;"62"
"4418";1;1,106;-0,325;"62"
"4419";0;-1,213;-0,016;"62"
"4420";0;1,168;0,658;"62"
"4421";0;-1,085;1,382;"62"
"4422";0;-0,133;-0,725;"62"
"4423";0;0,483;1,435;"63"
"4424";0;1,055;0,637;"63"
"4425";0;0,872;1,515;"63"
"4426";0;2,117;0,565;"63"
"4427";0;-1,913;0,209;"63"
"4428";0;0,036;-0,323;"63"
"4429";0;1,357;-1,011;"63"
"4430";0;-0,419;-0,837;"63"
"4431";0;0,269;1,166;"63"
"4432";0;-0,172;0,015;"63"
"4433";0;0,815;0,295;"63"
"4434";0;-1,206;0,67;"63"
"4435";0;0,886;-0,571;"63"
"4436";0;-1,284;-0,532;"63"
"4437";0;-1,031;0,271;"63"
"4438";0;-0,79;-0,294;"63"
"4439";0;-1,28;0,599;"63"
"4440";0;0,044;-0,84;"63"
"4441";0;0,616;-0,442;"63"
"4442";0;0,009;0,931;"63"
"4443";0;1,268;-0,563;"63"
"4444";0;-1,756;0,151;"63"
"4445";0;-2,004;-0,725;"63"
"4446";0;-0,449;0,093;"63"
"4447";0;0,77;-1,03;"63"
"4448";0;1,38;-0,545;"63"
"4449";0;-0,048;1,413;"63"
"4450";0;-0,847;1,037;"63"
"4451";1;0,233;0,453;"63"
"4452";0;1,262;0,195;"63"
"4453";0;-0,354;-0,713;"63"
"4454";0;2,25;-1,186;"63"
"4455";0;-1,212;0,912;"63"
"4456";1;0,979;-0,468;"63"
"4457";0;-0,11;0,424;"63"
"4458";0;-1,371;0,401;"63"
"4459";0;0,015;-0,406;"63"
"4460";0;-1,414;2,45;"63"
"4461";0;-0,476;0,375;"63"
"4462";0;-0,436;0,359;"63"
"4463";1;-0,419;-1,1;"63"
"4464";0;0,523;-0,798;"63"
